,threshold,metric,filename,model,param_config,time
2920,1.0,0.0,"(8, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,8
3270,1.0,0.0,"(9, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,9
121,0.8,0.49635036496350365,"(0, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,0
471,0.7142857142857143,0.48620236530880423,"(1, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,1
821,0.7450980392156863,0.4803788903924222,"(2, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,2
1171,0.8,0.48558758314855877,"(3, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,3
1521,0.8,0.5111111111111111,"(4, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,4
1871,0.8181818181818182,0.49343339587242024,"(5, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,5
2221,0.8333333333333334,0.44339622641509435,"(6, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,6
2571,0.8333333333333334,0.4295227524972253,"(7, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,7
2921,0.8333333333333334,0.35689455388180763,"(8, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,8
3271,0.8333333333333334,0.4563253012048193,"(9, 2, 28)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,28,9
122,0.4452041414338738,0.373134328358209,"(0, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,0
472,0.3590456674473068,0.4971671388101983,"(1, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,1
822,0.5470588235294118,0.5665024630541872,"(2, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,2
1172,0.4697986577181208,0.5537190082644629,"(3, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,3
1522,0.4844524560612889,0.5523809523809524,"(4, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,4
1872,0.474727214377407,0.5358490566037736,"(5, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,5
2222,0.5040752351097179,0.2,"(6, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,6
2572,0.6083333333333333,0.5,"(7, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,7
2922,0.4754098360655738,0.34615384615384615,"(8, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,8
3272,0.5767511177347243,0.4479166666666667,"(9, 2, 29)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,29,9
123,1.0,0.0,"(0, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,0
473,1.0,0.0,"(1, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,1
823,1.0,0.0,"(2, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,2
1173,1.0,0.0,"(3, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,3
1523,1.0,0.0,"(4, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,4
1873,1.0,0.0,"(5, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,5
2223,1.0,0.0,"(6, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,6
2573,1.0,0.0,"(7, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,7
2923,1.0,0.0,"(8, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,8
3273,1.0,0.0,"(9, 2, 3)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,3,9
124,0.35554501084598705,0.0,"(0, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,0
474,0.2942872316212731,0.0,"(1, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,1
824,0.2704496287201076,0.37305699481865284,"(2, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,2
1174,0.3746130030959752,0.0,"(3, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,3
1524,0.41674942072161536,0.0,"(4, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,4
1874,0.4449526646101479,0.0,"(5, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,5
2224,0.4140724946695096,0.0,"(6, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,6
2574,0.4386133846894559,0.0,"(7, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,7
2924,0.4440769693325316,0.0,"(8, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,8
3274,0.41605029585798814,0.0,"(9, 2, 30)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,30,9
125,0.3765864747111196,0.0,"(0, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,0
475,0.2687113111986494,0.0,"(1, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,1
825,0.27138395697183504,0.6,"(2, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,2
1175,0.3366904607397794,0.0,"(3, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,3
1525,0.4181509754028838,0.0,"(4, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,4
1875,0.4085575485799701,0.0,"(5, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,5
2225,0.3856097975846232,0.0,"(6, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,6
2575,0.3669600103533066,0.0,"(7, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,7
2925,0.3773009801577815,0.0,"(8, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,8
3275,0.3896940418679549,0.0,"(9, 2, 31)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,31,9
126,0.4215925744992672,0.4678492239467849,"(0, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,0
476,0.4474789915966387,0.41927303465765003,"(1, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,1
826,0.3827527612574342,0.41708542713567837,"(2, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,2
1176,0.3959701658688634,0.38283828382838286,"(3, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,3
1526,0.4615384615384616,0.45494505494505494,"(4, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,4
1876,0.4951923076923077,0.4716312056737589,"(5, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,5
2226,0.4785714285714286,0.44254658385093165,"(6, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,6
2576,0.4883227176220807,0.4003139717425432,"(7, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,7
2926,0.494661921708185,0.3180616740088106,"(8, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,8
3276,0.4772479068074263,0.40031645569620256,"(9, 2, 32)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,32,9
127,0.467843631778058,0.4732142857142857,"(0, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,0
477,0.42857142857142855,0.4549718574108818,"(1, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,1
827,0.4263322884012539,0.43109540636042404,"(2, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,2
1177,0.5532435740514076,0.45454545454545453,"(3, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,3
1527,0.5909090909090909,0.46380697050938335,"(4, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,4
1877,0.5614035087719298,0.5324324324324324,"(5, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,5
2227,0.5405405405405406,0.5167224080267558,"(6, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,6
2577,0.5448154657293497,0.41422594142259417,"(7, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,7
2927,0.6271186440677966,0.3474320241691843,"(8, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,8
3277,0.5343137254901961,0.3605769230769231,"(9, 2, 33)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,33,9
128,0.5630372492836676,0.4171539961013645,"(0, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,0
478,0.4594594594594595,0.5204081632653061,"(1, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,1
828,0.4717741935483871,0.45071982281284606,"(2, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,2
1178,0.5378151260504201,0.43343653250773995,"(3, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,3
1528,0.625,0.375,"(4, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,4
1878,0.5601503759398496,0.46846846846846846,"(5, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,5
2228,0.6,0.4668820678513732,"(6, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,6
2578,0.6,0.4020618556701031,"(7, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,7
2928,0.5547945205479452,0.31413612565445026,"(8, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,8
3278,0.6153846153846154,0.3851508120649652,"(9, 2, 34)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,34,9
129,0.4689655172413793,0.5247148288973384,"(0, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,0
479,0.4536340852130326,0.5005688282138794,"(1, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,1
829,0.5277777777777778,0.43047158403869407,"(2, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,2
1179,0.5294117647058824,0.501466275659824,"(3, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,3
1529,0.3727833251486877,0.0,"(4, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,4
1879,0.6261946902654867,0.44214876033057854,"(5, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,5
2229,0.5454545454545454,0.4845814977973568,"(6, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,6
2579,0.5899390243902439,0.4147465437788018,"(7, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,7
2929,0.593103448275862,0.4106776180698152,"(8, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,8
3279,0.5714285714285714,0.3640836408364084,"(9, 2, 35)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,35,9
130,1.0,0.0,"(0, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,0
480,0.8571428571428571,0.4552929085303186,"(1, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,1
830,1.0,0.0,"(2, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,2
1180,1.0,0.0,"(3, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,3
1530,1.0,0.0,"(4, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,4
1880,1.0,0.0,"(5, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,5
2230,1.0,0.0,"(6, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,6
2580,1.0,0.0,"(7, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,7
2930,1.0,0.0,"(8, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,8
3280,1.0,0.0,"(9, 2, 36)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,36,9
131,0.6581196581196581,0.5356643356643357,"(0, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,0
481,0.6666666666666666,0.556497175141243,"(1, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,1
831,0.5714285714285714,0.4229607250755287,"(2, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,2
1181,0.6883116883116883,0.4223744292237443,"(3, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,3
1531,0.6666666666666666,0.4666666666666667,"(4, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,4
1881,0.6964285714285714,0.4838012958963283,"(5, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,5
2231,0.6666666666666666,0.47527910685805425,"(6, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,6
2581,0.7333333333333333,0.41563275434243174,"(7, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,7
2931,0.7272727272727273,0.3655287260616153,"(8, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,8
3281,0.75,0.4051094890510949,"(9, 2, 37)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,37,9
132,0.6268656716417911,0.4900497512437811,"(0, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,0
482,0.5,0.4343807763401109,"(1, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,1
832,0.5714285714285714,0.4004474272930649,"(2, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,2
1182,0.625,0.40572792362768495,"(3, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,3
1532,0.6428571428571429,0.5132978723404256,"(4, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,4
1882,0.6666666666666666,0.5162037037037037,"(5, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,5
2232,0.625,0.46205357142857145,"(6, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,6
2582,0.7027027027027027,0.38992537313432835,"(7, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,7
2932,0.6842105263157895,0.31281317108088763,"(8, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,8
3282,0.6626506024096386,0.365819209039548,"(9, 2, 38)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,38,9
133,0.6666666666666666,0.4899665551839465,"(0, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,0
483,0.6666666666666666,0.4438559322033898,"(1, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,1
833,0.6,0.46750524109014674,"(2, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,2
1183,0.6666666666666666,0.4599483204134367,"(3, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,3
1533,0.75,0.5125348189415042,"(4, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,4
1883,0.75,0.4272300469483568,"(5, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,5
2233,0.7142857142857143,0.4348404255319149,"(6, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,6
2583,0.6666666666666666,0.38177874186550975,"(7, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,7
2933,0.7735849056603774,0.340153452685422,"(8, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,8
3283,0.75,0.38328236493374107,"(9, 2, 39)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,39,9
134,0.5740740740740741,0.5640287769784172,"(0, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,0
484,0.43099273607748173,0.48600883652430044,"(1, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,1
834,0.5,0.43263757115749524,"(2, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,2
1184,0.4599236641221374,0.4437869822485207,"(3, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,3
1534,0.5395683453237411,0.5161290322580645,"(4, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,4
1884,0.5719844357976653,0.5035294117647059,"(5, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,5
2234,0.4707070707070707,0.474169741697417,"(6, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,6
2584,0.492063492063492,0.41152815013404825,"(7, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,7
2934,0.5158730158730159,0.3665521191294387,"(8, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,8
3284,0.489010989010989,0.4068554396423249,"(9, 2, 4)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,4,9
135,0.6470588235294118,0.4459601259181532,"(0, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,0
485,0.5813953488372093,0.4993726474278545,"(1, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,1
835,0.6235294117647059,0.4201388888888889,"(2, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,2
1185,0.7142857142857143,0.43089430894308944,"(3, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,3
1535,0.7244897959183674,0.45685279187817257,"(4, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,4
1885,0.75,0.46078431372549017,"(5, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,5
2235,0.8,0.4983974358974359,"(6, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,6
2585,0.8,0.35240040858018384,"(7, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,7
2935,0.8571428571428571,0.33387227162489896,"(8, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,8
3285,0.8,0.39655172413793105,"(9, 2, 40)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,40,9
